tweet,label,
"@karanjohar @tamannaahspeaks @ssrajamouli #Bahubali2 
Can't wait to see... Why did katappa killed bahubali ? https://t.co/W5vfDr2O7N",1,
All eyes on #Bahubali2 Now,1,
@JioMusicHD @BuzzingTracks @Rajamouli_Fans @BaahubaliMovie @bahubali_fans @Prabhas_Fans @Darling_PFC @telugu_jokes… https://t.co/Zy9CuxZHDu,0,
" #4DaysToBaahubali2 trending  start wohooo......�������
#Bahubali2 
#Prabhas19Title 
#Sahoo
#BahubaliTheConclusion http…",0,
Seems that this will be a important scene in #Bahubali2 https://t.co/DvkxQ2UU0O,0,
 The #WorldOfBaahubali Event pics --&gt,0,
" Tickets Hike Extended 3Months
So East and UA
#Bahubali2  200/-
#Spyder 150/- https://t.co/d3AyTezpOq",1,
@IndiaToday @BaahubaliMovie We shl watch Bahubali2 but will close our eyes wen ever satya Raj appears a rabid Hindu… https://t.co/tnhNv3Op4S,1,
After a day full of challenges you just have to face that and then GO TO SLEEP #Bahubali2  #justforfun GIFS https://t.co/0MgZCo3Q0S,0,
" every time I am reading kariappa as katappa � 

#GLvKXIP #ipl #Bahubali2",0,
File IPC 420 against all theaters and Multiplexes playing #Bahubali2 . Collecting min tripple the Usual fare. @CMofKarnataka @BlrCityPolice,1,
@JioMusicHD @BuzzingTracks @Rajamouli_Fans @BaahubaliMovie @bahubali_fans @Prabhas_Fans @Darling_PFC @telugu_jokes… https://t.co/mB9JoDGRGb,0,
 Team #Bahubali2 in #Dubai on Tuesday - April 25. https://t.co/6mnyvRLevB,0,
#Bahubali2 movie in dubai theatres https://t.co/ckXKL0lSh8,0,
@kamaalrkhan Absolutely I will watch bahubali2 in theatre,1,
 #Bahubali2  the hindi version is the biggest version release at ireland over 18 locations https://t.co/V2LU3o63AD,1,
#Baahubali2 Six Shows Issue In #andhrapradesh  | #Bahubali2  | #Prabhas | #Rajamouli https://t.co/BYbY70DK37,0,
@JioMusicHD @BuzzingTracks @Rajamouli_Fans @BaahubaliMovie @bahubali_fans @Prabhas_Fans @Darling_PFC @telugu_jokes… https://t.co/wIp5zvKda2,0,
 #Baahubali first day kearla gross is 50 lalhs and overall run gross is 14.55 croes #Bahubali2 gross will be MUCH MUCH m…,0,
Kattappa really killed bahubali? #Bahubali2,1,
@bookmyshow  team we registered for the pre booking of #Bahubali2 can u tell us wen vl v be notified abt d confirmation of d tkts??,1,
" Bookings now open for #Bahubali2:  The conclusion 
https://t.co/GnJpgY7CKz  
| We are also super excited to unveil our…",0,
"#Bahubali2 @ RTC X Road's (28/4 To 1/5) FOUR Day's In
Sudharshan35MM &amp; Devi70MM
7:30am
11:00am
2:15pm
5:45pm
9:15pm",0,
"FILMY CONTEST begins! Win tickets to the movie!
#bahubali2 #devasena #bhallaladeva #Kartabed #buymattressonlline… https://t.co/GTGrZnt2fl",0,
" 28 april to 4 may is officially declared ""i m sorry i don't want 2 tell bt kattappa ne bahubali ko isiliye mara . . ."" we…",0,
"A GrabOn Exclusive Trailer of #Baahubali2 ��: https://t.co/eHqD3sUemT

#Bahubali2 #prabhas #SSrajamouli #tollywood… https://t.co/yeI5CDmJPh",0,
#bangalore #Bahubali2 First Day Ticket Price ��� https://t.co/LCHI9TybWo,1,
#baahubali2 #bahubali #bahubali2 #bahubalitheconclusion #baahubalitheconclusion #prabhas #satyaraj #wkkb Preview https://t.co/0Vlzy1rVTR,0,
"#Bahubali2 Dubai promotional tour event on 25th at 7:30 pm at Roxy Cinemas, City
https://t.co/Ncw8zYujCc… https://t.co/IhU5M7dRKl",0,
@JioMusicHD @BuzzingTracks @Rajamouli_Fans @BaahubaliMovie @bahubali_fans @Prabhas_Fans @Darling_PFC @telugu_jokes… https://t.co/ckkIu4TP7q,0,
Urvashi Theater Bangalore 4:00 AM show booking opened #Bahubali2,1,
"@FilmyCurry @contestmantra @india4contests #ContestAlert #Bahubali2WithFC #FilmyCurry #Bahubali2 

A1) 28th APRIL,2017",0,
"#ODISA

Rebel Star Fans... 

#Bahubali2 Craze... https://t.co/nzbmqQnOq4",1,
#RCB Total Score &lt,0,
I have 2tickets for Bahubali2 in bahadoorpur.If you want call me 7893955132.hyd,1,
@JioMusicHD @BuzzingTracks @Rajamouli_Fans @BaahubaliMovie @bahubali_fans @Prabhas_Fans @Darling_PFC @telugu_jokes… https://t.co/9harNqccBr,0,
" Cut Out Kaa Baap... 

#Bahubali2 https://t.co/hyhbeVMyLw",0,
" Bahubali2 buzz fadddu hai � 
People eagerly want to know about 

""why kattppa killed bahubali??""

All buzz depends on thi…",1,
 #Bahubali2 @ NIZAM Area 5 Show's Permission Granted,0,
 It's Official Confirm By @Kabirkhankk #TubelightTeaser Coming With #Bahubali2 Movie on 27th April  &amp,0,
#Bahubali2 in UAE/GCC all the versions of the Film Hindi Telugu Tamil and Malayalam versions will release there wit… https://t.co/lj9CsI5MDn,0,
Top Apps waiting for #Bahubali2 tickets kosam https://t.co/lAQOqksG8J,0,
" The FINAL Question!
#Bahubali2 fans, tell us TELUGU OR TAMIL? https://t.co/CuXEv6pmGF",1,
 The craze for #Bahubali2 is unprecedented. I am sure this film will rewrite Box office history.,1,
"@taran_adarsh the quality of Bollywood movies r declining  whr as south is reaching it's heights #Bahubali2, #2.0 #Rajakumara #Pulimurugan",0,
#Bahubali2 is #grandeur &amp,1,
" Head over to our friends at @JioMusicHD to win #Bahubali2 merchandise.
https://t.co/brbOh8e9Zi",0,
" Synonym for Cute ��

#SpyderMassiveWorkingStills #Pk25 #Jailavakusa #DJ23rdJune #Bahubali2 #4DaysToBaahubali2 #Kajal #Ni…",0,
"Where #Bangalore is heading???
Protest to #Bahubali2 is more imp. Than #roads  #traffic #garbage #water &amp;… https://t.co/bKBgk2TFiy",0,
Sandya and Manasa Opened bookings form 29th @bookmyshow  #Bahubali2,0,
"#Bahubali2 Ongole 
Sathyam BS tickets 
#SaahoreBaahubali � https://t.co/VokZhjT0ae",0,
Jiyo #Baahubali Fans! You are now just a Question away from winning exciting prizes. Just 30 RT's to unlock.… https://t.co/55TC6PCp8M,0,
#Bahubali2 Audio launch event photos. Watch #Bahubali2 Premiere show on April 27th at #Yorkcinemas... https://t.co/NLgBl4jMoz,0,
@JioMusicHD @BuzzingTracks @Rajamouli_Fans @BaahubaliMovie @bahubali_fans @Prabhas_Fans @Darling_PFC @telugu_jokes… https://t.co/Lrg7e4RkGu,0,
#Bahubali2 censor reports 2nd half #blockbuster #wkkb,1,
Will you watch 'Baahubali 2'? #Bahubali2 #BahubaliTheConclusion #bahubali2audio,0,
"Bahubali 2 Movie PressMeet Gallery
Click Here : https://t.co/YaZGrEYq4A

#bahubali #bahubali2 #SSRajamouli #Rana… https://t.co/QGwoViFoDo",0,
" #ContestAlert - Second question of #Bahubali2WithFC #Contest is out.
#Bahubali2. Follow us ,RT 
Click to see Q2 https://t.c…",0,
 #Bahubali2  Hindi version to release over 6 locations at Italy good release https://t.co/TBRcf8IdJy,0,
@karanjohar I'm also waiting for bahubali2 .,1,
@JioMusicHD @BuzzingTracks @Rajamouli_Fans @BaahubaliMovie @bahubali_fans @Prabhas_Fans @Darling_PFC @telugu_jokes… https://t.co/307X6MTo8K,0,
 #Bahubali2 agreement yet to be signed ... Will update on bookings opening status by tomorrow ...,0,
"Cant wait to watch Bahubali2 Fdfs 

PROUD OF AKKISTAAN",1,
Living life king size as #Bahubali aka #Prabhas.. #Bahubali2 #SahoReBaahubali https://t.co/KVtL30Z6H3,1,
"@CatchNews @BaahubaliMovie @SpiceSocial1 Ans 5) Rs. 450 crore
#Bahubali2  #superexcited",0,
And these @RCBTweets fans want to ban #Baahubali2TheConclusion #Bahubali2 �����,0,
#baahubali2 Will Be Indian First 1000 Crores Movie ? | #Bahubali2  Movie| #Prabhas | #Rajamouli https://t.co/u9afSA3jR5,0,
@JioMusicHD @ssrajamouli @karanjohar @Shobu_ @tamannaahspeaks @BaahubaliMovie @manojmuntashir @LahariMusic Ready #Bahubali2,0,
"Bahubali First day Ww Gross????
#Bahubali2 #Thalapathy61 #Vivegam #Mahesh23 #KatamaRayudu",1,
 Will there is a liplock between #prabhas &amp,1,
@taran_adarsh No doubt #Bahubali2 is highest grosser of the Indian movie ✊✊✊,0,
"@FilmyCurry @contestmantra @india4contests 28th April 2017
#Bahubali2  #ReleaseDate 
#SuperExited",1,
"Finally Got It
#BahuBali2 (6:15 am) �������",1,
Book #Bahubali2 Movie Tickets @ Upto Rs.160 Cashback https://t.co/653t6ZGwmA https://t.co/CPwQDTR77k,0,
"#Bahubali2 ALL SET 4 AM show in URVASHI theatre, Bangalore.. ����

@AnilKumaKasina @urstruly_murali @nikesshh @Nikesh_Rox",1,
"for bahubali2 ap govt gives the permission 6shows,any body can answer use of these extra shows please",0,
"@FilmyCurry #ContestAlert #Bahubali2WithFC #FilmyCurry #Bahubali2 

A2) S.S. RAJAMOULI",0,
@JioMusicHD @BuzzingTracks @Rajamouli_Fans @BaahubaliMovie @bahubali_fans @Prabhas_Fans @Darling_PFC @telugu_jokes… https://t.co/Y6b6KZtZ4i,0,
I need #Bahubali2 tickets first day in #Vijayawada any one plzzzzzzz?????,1,
#Bahubali2 Trichy La Cinemas SonaMina Cinemas Booking Starts. 10 Shows Per Day @ssrajamouli #Prabhas https://t.co/ja0gtNKypA,0,
@JioMusicHD @ssrajamouli @karanjohar @Shobu_ @tamannaahspeaks @BaahubaliMovie @manojmuntashir @LahariMusic Ready #Bahubali2 #JioMusic,0,
 Who is biggest star in India #Vivegam #Thalapathy61 #AjithKumar #Spyder #Mahesh23FLDay  #Thala58 #Pawan #KatamaRayudu #Bah…,0,
" Watch -- https://t.co/Dld0V0A0uR

#Prabhas19Title #Saaho #SaahoreBaahubali #Prabhas19 #Baahubali2 #Bahubali2 #JaiLavakusa #S…",0,
"#Bahubali2 
Applied leave in advance. https://t.co/XCP8wteWA4",1,
#Bahubali2 all set to rewrite box-office history in India with a minimum Rs 150 cr global collections on day 1. Underline Day 1..Here's how,1,
@BaahubaliMovie Countdown Posters – 4 Days https://t.co/dPCAy7Ge4c,0,
Today reservation starts for Bahubali2 in tamilnadu #Baahubali2 #Rajamouli #4DaysToBaahubali2 @RanaDaggubati… https://t.co/8OUqUbh9W4,1,
" Cuteness overloaded..���
#AnushkaShetty #Sweety #Bahubali2 � https://t.co/TEDInO54X9",0,
#Bahubali2 is the 3rd biggest tamil release at Ireland as well releasing over 11 locations,1,
 #Bahubali2 worst than #Si3 in TN,0,
@FilmyCurry DONE ✅ #Bahubali2WithFC #Bahubali2 https://t.co/jPjRqeCPlW,0,
@Shobu_ Hey checkout my #Bahubali2 funny video. Open this tweet &amp,0,
" #Bahubali2 
@ MANDAPETA TOWN 
DAY1 Expecting Share 25L+
1st Week 80L+
8/8 Theaters rel
Main Satyasri , Vijaya 
7Theaters 5…",0,
" Indian epic #Bahubali2 confirmed to open in #IMAX next wknd in India, Middle East + about 40 North American scrns. #Baahu…",1,
 Mega fans target #Bahubali2 https://t.co/TVQ4HfO2yf,1,
 Applied for leave #Bahubali2 �� @KyaUkhaadLega @BATOLEBAZI @Marathi_Rash @Being_Humor https://t.co/vArwaRUOsM,1,
"Sir @ssrajamouli , why did you book 3 Audies of #Bahubali2 for the 1st 3 days in PVR Forum? I heard they are planning for 6am shows, true??",1,
" #Bahubali2 @ RTC X Road's (28/4 To 1/5) FOUR Day's In
Sudharshan35MM &amp; Devi70MM
7:30am
11:00am
2:15pm
5:45pm
9:15pm",0,
" #Bahubali2 article in GTA magazine #BaahubaliTheConclusion @ssrajamouli @Shobu_ @greatindiafilms @BaahubaliMovie 

Advanc…",0,
Watching this great movie again to get interest of #wkkb #Bahubali2 #4DaysToBaahubali2 https://t.co/Sv7EHyxF4h,1,
Can't wait for 28th April. #Bahubali2 https://t.co/mZ04bxnMjc,1,
"@triveniethnics Done dear team!
#TriveniContest #WKKB #TriveniandYou #Bahubali2",0,
 #Sathyaraj Video Statement Regarding #Bahubali2 Kannada Issue !! #Tamilan https://t.co/KC9WiFxHYF,0,
@taran_adarsh #Bahubali2 will be Storm at box office and the real tsunami will come when after two months… https://t.co/wcGwIaJOTZ,1,
 @taran_adarsh #Bahubali2 will be Storm at box office and the real tsunami will come when after two months #Tubelight will…,0,
 #Bahubali2 in UAE/GCC all the versions of the Film Hindi Telugu Tamil and Malayalam versions will release there with Ara…,0,
@Rajamass That's why piracy is being encouraged by middle class people #Bahubali2 #hiketicketprices,0,
#Bahubali2 #BahubaliTheConclusion #April28 First Day 5cr+ On Cards In Kerala @sri50 @Forumkeralam1 @KeralaBO1… https://t.co/KUiVznDukf,0,
"#BahubaliTheConclusion (Tamil) BOOKINGS OPEN. Book your tickets at @bookmyshow 

#Bahubali2 from APRIL 28 https://t.co/conkbfDWTR",0,
" @FilmyCurry #ContestAlert #Bahubali2WithFC #FilmyCurry #Bahubali2 

A1) 28th April,2017
A2) S.S. RAJAMOULI
Join
@NehaDevj…",0,
"@Mirchi9 @greatindiafilms @BaahubaliMovie @ssrajamouli @ssk1122 52 cr INR
8.2 million dollars 

#Bahubali2 #Mirchi9Win1000",0,
When will the bookings open for #Bahubali2? @sathyam_cinemas,1,
#Bahubali2 50 plus theatres have even 6am plus shows for the film at kearla and its confirmed already,1,
"@CatchNews @BaahubaliMovie @SpiceSocial1 Ans 1) 10 july, 2015
#Bahubali2 #superexcited https://t.co/3OO5YRKtnJ",0,
@JioMusicHD @BuzzingTracks @Rajamouli_Fans @BaahubaliMovie @bahubali_fans @Prabhas_Fans @Darling_PFC @telugu_jokes… https://t.co/9JYmAtL7qd,0,
"which movie r u Waiting For ???

#Sahoo #Spyder #Bahubali2 @urstrulyMahesh @PrabhasRaju",0,
@JioMusicHD @BuzzingTracks @Rajamouli_Fans @BaahubaliMovie @bahubali_fans @Prabhas_Fans @Darling_PFC @telugu_jokes… https://t.co/oIwzloPfH2,0,
 Book #Bahubali2 tickets at @TicketNew . Book here: https://t.co/hFLGqgA47w #Bahubali2 advance #Bahubali2 #Bahubali2 USA #mov…,1,
"Head over to our friends at @JioMusicHD to win #Bahubali2 merchandise.
https://t.co/brbOh8e9Zi",0,
"Vote #Bahubali2 spread max
#bahubali #BahubaliTheConclusion #prabhas #Prabhas19 #tollywood #bahubaliINkarnataka… https://t.co/iw70a9q7qY",0,
@JioMusicHD @ssrajamouli @karanjohar @Shobu_ @tamannaahspeaks @BaahubaliMovie @manojmuntashir @LahariMusic RT DONE  #Bahubali2,0,
which Tamil movie r u looking forward to the most.. #Thalapathy61 #IPL2017 #Vivegam #RCBvKKR #Bahubali2 #TSK,0,
@JioMusicHD @BuzzingTracks @Rajamouli_Fans @BaahubaliMovie @bahubali_fans @Prabhas_Fans @Darling_PFC @telugu_jokes… https://t.co/TuZqryVjPY,0,
"King of box office ??
#Vivegam #Vivegamteaser #Thalapathy61 #thalapathy62 #2point0 #Ajith #Vijay #Mahesh24 #Spyder #SuchiLeaks #Bahubali2",0,
I liked a @YouTube video https://t.co/RFkdo6HEC5 @BAHUBALI2@ TRAILER 2017 %prabash% S S RAJAMOLI FILM,0,
 #Ongole Gorantla multiplex getting ready for the opening.... #Bahubali2 will be the first film to be screened here.... htt…,0,
" #Vizag_Gajuwaka

#PrabhasAnnaya #Bahubali2 craze https://t.co/zajK31kchi",0,
"Yes @dalermehndi paji..
The awesome song ever..
Much Awaited Movie. .
Special fully Exciting 
@mmkeeravaani 
#Bahubali2",0,
"@Wave_Cinemas 100000 lakh soldiers 
#Bahubali2",0,
 goose bumps #Bahubali2 https://t.co/6ndpU8dfhF @ssrajamouli,1,
#Bahubali2 fever? @kamaalrkhan � #MasalaCommentary https://t.co/zFBaAFzF5F https://t.co/YZrKepRJQb,0,
"#Bahubali2 NIZAM Area 5 Show's Permission Granted
Well done @Shobu_ &amp; Prasad garu
@MSKumar143",1,
@JioMusicHD @BuzzingTracks @BaahubaliMovie @Baahubali2017 @MeRajeevDarling @Tarek_Fatah_FC @RanaDaggubati_… https://t.co/bwl9qkVD20,0,
" Vote #Bahubali2 spread max
#bahubali #BahubaliTheConclusion #prabhas #Prabhas19 #tollywood #bahubaliINkarnataka #Keral…",0,
"@FilmyCurry @contestmantra @india4contests A1) 28th APRIL,2017 #ContestAlert #Bahubali2WithFC #FilmyCurry #Bahubali2",0,
"My Predictions For #Bahubali2 (All Language) Are
60-65Cr (Gross)1st Day
250-275Cr (Nett) Week
400-430Cr (Nett) Lifetime
800Cr+ Worldwide",1,
@taran_adarsh All are saving their money time and energy to welcome #Bahubali2,1,
" World 's first review of #BahuBali2 exclusive on https://t.co/3dyPYuJ1Mi by @itsCriticBrain , stay tuned",0,
 @Baahubali2017 Hey checkout my #Bahubali2 funny video. Open this tweet &amp,0,
" #Bahubali2 Rumors : 
Why Kattapa killed bahubali ??

Kattapa is twin and the twin kattapa faked the real kattappa betra…",1,
"@telugufilmnagar Watch my daughter Charishma's Hamsa Naava cover song of Bahubali2
https://t.co/WIEdg6h14m",0,
@JioMusicHD @BuzzingTracks @Rajamouli_Fans @BaahubaliMovie @bahubali_fans @Prabhas_Fans @Darling_PFC @telugu_jokes… https://t.co/BFo0Mnaxjj,0,
 Who is More craze in India #Mahesh23  #SPYderFirstLook #Pawan #KatamaRayudu #JaiLavakusa #Bahubali2 #Sahoo #IPL2017,0,
" #sathyaraj speech deliverd as memes #bahubali &amp; #Bahubali2 diff

#superstar #Rajinikanth #KamalHaasan #Ilayathalapathy…",0,
@ssrajamouli advance congrats bahubali2 for amarashilpi jakkanna live long and next film on krishna devaraya epic,1,
This is one movie I don't wanna miss. Best wishes for a spectacular opening !  @ssrajamouli @Shobu_ @karanjohar… https://t.co/MC9Q8zeWB5,1,
5 shows Permission granted for #Bahubali2 in TS too.Minister Talasani Srinivas yadav gave nod to Producers request.� #4DaysToBaahubali2,0,
" #BahubaliTheConclusion (Tamil) BOOKINGS OPEN. Book your tickets at @bookmyshow 

#Bahubali2 from APRIL 28 https://t.co/conkb…",0,
@bookmyshow  pls clarify why its showing green colour when tkts were sold out  ?? #Bahubali2 https://t.co/N8rCse9GMj,1,
" Best Tollywood Actor ��
(2/2)

#Spyder #pk25 #ntr27 #Bahubali2 #JaiLavakusa #2Point0 #Mahesh23 #Bahubali #DJ23rdJune #duvva…",0,
" This is Sooo Cool ��
#Bahubali2 ka Fever is Actually High in Pune https://t.co/gJei1wkDAv",1,
Leave application ��� #Bahubali2 https://t.co/cI0nOVhqqp,1,
Shankar sir about Rajamouli sir  �� Two superstar directors of Indian cinema industry #Bahubali2 https://t.co/cqj7hG9Jvv,0,
"Excited to see #Bahubali2 Coming Friday MeanWhile Poster Design by Me 
@ssrajamouli #TamannaahBhatia #Anushka… https://t.co/jbYlitbln4",1,
@_PVRCinemas can we have few @PVRIMAX shows of #bahubali first part in #Hindi before #Bahubali2 in #bangalore please @DharmaMovies,0,
#Bahubali2  first 3 days at a big well known single screen is just phenomenal at kearla,1,
 5 shows Permission granted for #Bahubali2 in TS too.Minister Talasani Srinivas yadav gave nod to Producers request.� #4DaysT…,1,
 AP govt given permission for 6 shows per day in AP for #Bahubali2.GPSK ki idi ivvaledu.2 mins silence 4 who cried on gp…,0,
All Set for 4:00 AM Benifit show in Urvashi Theater Bangalore #Bahubali2,1,
5 Shows For 3 Days Or Week !? #Bahubali2 https://t.co/UPqV8klYY5,0,
"#Bahubali part 1 has some sold out shows this Monday in chennai, this is just insane,speaks about the level of excitement for #Bahubali2",1,
GoodNews From AP Govt. Not For Telangana | Daily 6 Shows For Bahubali2 I... https://t.co/KPJxkVrK4v via @YouTube,0,
" Watch -- https://t.co/HvVCjWKFqE

#baahubali2 #Bahubali2 #ranadaggubati #Prabhas #Saaho #Telangana #Spyder #JaiLavakusa #PSP…",0,
@TandonRaveena @AAFilmsIndia We all are waiting Bahubali2,1,
#kattappa #Bahubali2 hahaha what a leave application :-) https://t.co/5g1uNFPrae,1,
"Cuteness overloaded..���
#AnushkaShetty #Sweety #Bahubali2 � https://t.co/TEDInO54X9",0,
 which Tamil movie r u looking forward to the most.. #Thalapathy61 #IPL2017 #Vivegam #RCBvKKR #Bahubali2 #TSK,0,
"#Bahubali2 from April 28 
@ssrajamouli @arkamediaworks @Me_Prabhas @Anushka_ASF @RanaDaggubati @tamannaahspeaks… https://t.co/VHDUO2avli",0,
 Retweet this if you will watch First Day First Show of #Bahubali2 @ssrajamouli https://t.co/UZZlrAJ93Q,1,
"Top 5 theatrical rights! 

#2.O - 60Cr
#Thalapathy61 - 52Cr 
#Vivegam - 48Cr
#Bahubali2 - 46Cr 
#TSK - 40Cr
#Velaikaran - 38Cr",0,
"Kurnool city 
#Bahubali2  
Day1 Estimated 
Gross 75 to 80 lakhs 
1st Week 2cr+++
Never Before 
#LeaderOfIndianFilmHistory 
#SSrajamouli ���",0,
"Have you pre-booked your Bahubali tickets? #Bahubali2 #BahubaliTheConclusion 
#Bahubali https://t.co/vVwQnPKFlx",1,
#Bahubali2 @ NIZAM Area 5 Show's Permission Granted,0,
@_PVRCinemas #Bahubali2 undoubtedly..,1,
" Kids are Excited for Bahubali2
Real Men are waiting For Prabhas 19
#Saaho",0,
"@Manikanta9999 
#Bahubali2 Tickets Book chesukunnava ani?",0,
"https://t.co/958GeTiLPQ

Some unasked questions in BAHUBALI....!!!!

#Saaho  #Bahubali2  #BahubaliTheConclusion  #Bahubali2TheConclusion",1,
 @JioMusicHD @BuzzingTracks @Rajamouli_Fans @BaahubaliMovie @bahubali_fans @Prabhas_Fans @Darling_PFC @telugu_jokes @SSRa…,0,
 Official #Baahubali merchandise loved by the movie team. Buy here --&gt,0,
 Kfcc president Sa Ra Govindu speaks to protesters on #Bahubali2 Release in Karnataka #chitraloka @ssrajamouli https://t.co/…,0,
@JioMusicHD @BuzzingTracks @Rajamouli_Fans @BaahubaliMovie @bahubali_fans @Prabhas_Fans @Darling_PFC @telugu_jokes… https://t.co/N3FMquPqdg,0,
great shot....#BAHUBALI2 #MSK #ANTENNA https://t.co/GxejfntF2U,0,
" Q.2 unlocked! �
Hurry, Answer and don't forget to keep listening to #Bahubali2 on #JioMusic to win! https://t.co/iHK8Jb67xV",0,
" #Bahubali2 craze reaches hight at #Kerala 

Never scence this much of mass for a #movie other than #malayalam actor mov…",1,
" #ContestAlert #Bahubali2WithFC win movie tickets #contest is now live on #FilmyCurry. #Bahubali2 
Click to see Q1 https://t…",0,
Kattappa killed bahubali because he supported karnataka in Kaveri water issue. #Bahubali2 #BahubaliTheConclusion,0,
@JioMusicHD @BuzzingTracks @Rajamouli_Fans @BaahubaliMovie @bahubali_fans @Prabhas_Fans @Darling_PFC @telugu_jokes… https://t.co/hzd6MP9mHI,0,
" Yes @dalermehndi paji..
The awesome song ever..
Much Awaited Movie. .
Special fully Exciting 
@mmkeeravaani 
#Bahubali2",1,
No @ssrajamouli  no #Bahubali2 lol sme Kids syng #Prabhas  national star india famous   bimavaram bulodu � via… https://t.co/a9VqHC9x3j,0,
" #Heroine Gets Connected With #Prabhas

https://t.co/5ljzkTusCG

Plz Follow-&gt;@PhotoNews26

#PrabhasUpdates #Bahubali2 #Saah…",0,
 Can't wait for 28th April. #Bahubali2 https://t.co/mZ04bxnMjc,1,
@JioMusicHD @BuzzingTracks @Rajamouli_Fans @BaahubaliMovie @bahubali_fans @Prabhas_Fans @Darling_PFC @telugu_jokes… https://t.co/RBgtCSj38o,0,
#Bahubali2 will be screened five shows daily in all theatres across #Telangana @NewIndianXpress,1,
#KKRvRCB #Bahubali2 #NationalAnthem #RabindranathTagore #KapilSharma does arrogant sourab ganguli deserve kick for critizing ma dhoni?,0,
"Vote #Thalapathy61 #2point0 #2PointO #Vivegam #Bahubali2 and spread 

#jilla #sivakasi #vijay #Vijay61 #thala… https://t.co/UqbMxfhuWx",0,
"Book Bahubali 2 Movie Tickets Online
@ssrajamouli @PrabhasRaju @RanaDaggubati @tamannaahspeaks @_anushkashetty… https://t.co/9Zg0TuETor",0,
 Ur eagerly looking for?#2point0 #Thalapathy61 #Vivegam  #Vijay61 #superstar #Rajinikanth #thala #Ajith  #Vijay62 #Bahu…,0,
@kamaalrkhan The whole 50ps bollywood is waiting for 2rs fellow Visual wonder #Bahubali2 ��,0,
#Spyder A news for #Prabhas19Title as saaho nic tittle #Bahubali2 https://t.co/yKJEFej5eW,0,
"#GoodNews fr #Karnataka people, #Bahubali2 All Set To Release #State Theater @ssrajamouli #prabhas #AnushkaShetty 

https://t.co/08AFYzBEYT",1,
"Prabhas's #Saaho : Teaser from April 28 along with #Bahubali2  

Trilingual - Tamil, Telugu, Hindi. https://t.co/WR3S5f1VeS",1,
"On 28 April morning....

The people will be devided into two...

1. The ones already watched #Bahubali2
2. The ones yet to watch #bahubali2",1,
"@ssrajamouli @RanaDaggubati @tamannaahspeaks 
#Bahubali2 #BahubaliTheConclusion 

Gurukul school art student  mumba… https://t.co/yRQrmaLq3C",0,
#bahubali2 lo rana wife https://t.co/nrf1S2iDVG,0,
 Check my funny video for team @BaahubaliMovie RT if you like my effort. � https://t.co/FJa36v2iMm Will watch #Bahubali2 Day…,0,
" Vote #2point0 - 38% 
#Thalapathy61 - 35%
Vote and share
#Vijay61 #Ilayathalapathy #Vijay #Rajinikanth #thala #Vivegam…",0,
Epic #Bahubali2 https://t.co/fiNKwmYNgD,0,
" Don't miss #Baahubali2 behind the scene pictures.
https://t.co/w3Ijr1bNiK

#Baahubali #BaahubaliTheConclusion #Bahubali2…",1,
#Bahubali2 Press Meet photos,1,
Bahubali- 2 clip leaked! Exclusive video!!! #Bahubali2 #telugu https://t.co/a0CCQtLeu6,0,
still Four days  .. #Bahubali2 @ssrajamouli �#prabhas ❤️❤️�,1,
#Bahubali2 high time that this has a child eligible rating many kids to teenagers  want to watch it at overseas,0,
 Mass booking for #Bahubali2 @ Kerala... Expecting record breaking opening from Kerala.. 15 crore advance from Kerala The…,1,
Revealed #Firstlook of #Prabhas next #Saaho post the release of  #BahubaliTheConclusion. Trailer attached with… https://t.co/T9EQtNiZQz,0,
 Living life king size as #Bahubali aka #Prabhas.. #Bahubali2 #SahoReBaahubali https://t.co/KVtL30Z6H3,0,
"As I walked into #Oppo's #Bahubali2 media launch, 
@kubrasait (points at me): Hey, I want a bite of you! 
(I froze)
Kubra: Byte with you.",0,
"@FilmyCurry Join Friends #Bahubali2WithFC #FilmyCurry #Bahubali2
@SushmaBindu @chinnigd @aanchalsweet92… https://t.co/zWR9JR5TCQ",1,
"After the magnum opus #Bahubali franchise, South superstar @Me_Prabhas is all set for #Saaho!  
Watch its teaser wi… https://t.co/vBIJligli7",1,
Wouldn't it be a dream come true to be a part of the Prelaunch of Bahubali2? You can experience it with us now! #OPPOxBaahubali.,0,
"#SPYderMassiveWorkingStills
Waiting for teaser 
More the Bahubali2 movie https://t.co/SYHLmEx26x",1,
"Watch -- https://t.co/sm5jG7Rn2q

#RC11 #ramcharan #Sukumar #Samantha #PSPK25 #baahubali2 #Bahubali2 #JaiLavakusa… https://t.co/wZ3YLP2OLb",0,
"@cinestaanfilmco @BBFC rated 15 for #Bahubali2 Hindi .Please make few cuts and get 12A ,family eagerly waiting masterpiece of @ssrajamouli",1,
@JioMusicHD @BuzzingTracks @Rajamouli_Fans @BaahubaliMovie @bahubali_fans @Prabhas_Fans @Darling_PFC @telugu_jokes… https://t.co/bQnJ3L7iei,0,
"#Bahubali2
Day1 #kkd city above 90+ lks 
Day1 ee top10 lo untadi ��
Juz #SSR things ��",0,
#Bahubali2 NIZAM Area 5 Show's Permission Granted,0,
"@sujeethsign with #Bahubali2 movie
what a treat for all of us����",1,
"Another view of ""Athirappilly Falls"" aka #Baahubali falls &amp; the valley; beautiful #nature, #beautiful #Kerala.… https://t.co/fJhtA7tHLa",0,
